Observation,Measure,Measure,Area Code,Area,Year,Quarter
115460,Other dwellings,Other dwellings,E12000006,East of England,2000,Q4
121047,Other dwellings,Other dwellings,E12000006,East of England,2001,Q1
121782,Other dwellings,Other dwellings,E12000006,East of England,2001,Q2
124704,Other dwellings,Other dwellings,E12000006,East of England,2001,Q3
127025,Other dwellings,Other dwellings,E12000006,East of England,2001,Q4
137863,Other dwellings,Other dwellings,E12000006,East of England,2002,Q1
143809,Other dwellings,Other dwellings,E12000006,East of England,2002,Q2
149782,Other dwellings,Other dwellings,E12000006,East of England,2002,Q3
155915,Other dwellings,Other dwellings,E12000006,East of England,2002,Q4
161450,Other dwellings,Other dwellings,E12000006,East of England,2003,Q1
173341,Other dwellings,Other dwellings,E12000006,East of England,2003,Q2
187002,Other dwellings,Other dwellings,E12000006,East of England,2003,Q3
189026,Other dwellings,Other dwellings,E12000006,East of England,2003,Q4
188022,Other dwellings,Other dwellings,E12000006,East of England,2004,Q1
195375,Other dwellings,Other dwellings,E12000006,East of England,2004,Q2
207151,Other dwellings,Other dwellings,E12000006,East of England,2004,Q3
206665,Other dwellings,Other dwellings,E12000006,East of England,2004,Q4
205991,Other dwellings,Other dwellings,E12000006,East of England,2005,Q1
207263,Other dwellings,Other dwellings,E12000006,East of England,2005,Q2
217562,Other dwellings,Other dwellings,E12000006,East of England,2005,Q3
206773,Other dwellings,Other dwellings,E12000006,East of England,2005,Q4
207562,Other dwellings,Other dwellings,E12000006,East of England,2006,Q1
214075,Other dwellings,Other dwellings,E12000006,East of England,2006,Q2
230362,Other dwellings,Other dwellings,E12000006,East of England,2006,Q3
227311,Other dwellings,Other dwellings,E12000006,East of England,2006,Q4
232236,Other dwellings,Other dwellings,E12000006,East of England,2007,Q1
230218,Other dwellings,Other dwellings,E12000006,East of England,2007,Q2
247355.5766480956,Other dwellings,Other dwellings,E12000006,East of England,2007,Q3
243474.54615299622,Other dwellings,Other dwellings,E12000006,East of England,2007,Q4
245276.2820455661,Other dwellings,Other dwellings,E12000006,East of England,2008,Q1
247033.58575617813,Other dwellings,Other dwellings,E12000006,East of England,2008,Q2
252775.91901597113,Other dwellings,Other dwellings,E12000006,East of England,2008,Q3
239496.2640590408,Other dwellings,Other dwellings,E12000006,East of England,2008,Q4
229106.24902883847,Other dwellings,Other dwellings,E12000006,East of England,2009,Q1
226651.94310095868,Other dwellings,Other dwellings,E12000006,East of England,2009,Q2
242491.44010034334,Other dwellings,Other dwellings,E12000006,East of England,2009,Q3
241764.49344282437,Other dwellings,Other dwellings,E12000006,East of England,2009,Q4
263744.1597092976,Other dwellings,Other dwellings,E12000006,East of England,2010,Q1
261930.56013888412,Other dwellings,Other dwellings,E12000006,East of England,2010,Q2
2711259242337657,Other dwellings,Other dwellings,E12000006,East of England,2010,Q3
259043.54307400194,Other dwellings,Other dwellings,E12000006,East of England,2010,Q4
256697.66456151762,Other dwellings,Other dwellings,E12000006,East of England,2011,Q1
254783065596927,Other dwellings,Other dwellings,E12000006,East of England,2011,Q2
262965.75505297055,Other dwellings,Other dwellings,E12000006,East of England,2011,Q3
253712.22666666665,Other dwellings,Other dwellings,E12000006,East of England,2011,Q4
248199.3754447831,Other dwellings,Other dwellings,E12000006,East of England,2012,Q1
256313.8744509385,Other dwellings,Other dwellings,E12000006,East of England,2012,Q2
264587.6119,Other dwellings,Other dwellings,E12000006,East of England,2012,Q3
254721.76873333333,Other dwellings,Other dwellings,E12000006,East of England,2012,Q4
251312.69630754183,Other dwellings,Other dwellings,E12000006,East of England,2013,Q1
249707.3306085267,Other dwellings,Other dwellings,E12000006,East of England,2013,Q2
262597.6946475441,Other dwellings,Other dwellings,E12000006,East of England,2013,Q3
264330.49380335544,Other dwellings,Other dwellings,E12000006,East of England,2013,Q4
266577.2380666667,Other dwellings,Other dwellings,E12000006,East of England,2014,Q1
276343.8866126653,Other dwellings,Other dwellings,E12000006,East of England,2014,Q2
288540378844938,Other dwellings,Other dwellings,E12000006,East of England,2014,Q3
284939,Other dwellings,Other dwellings,E12000006,East of England,2014,Q4
293915.3333333333,Other dwellings,Other dwellings,E12000006,East of England,2015,Q1
291827.6666666667,Other dwellings,Other dwellings,E12000006,East of England,2015,Q2
315999.3333333333,Other dwellings,Other dwellings,E12000006,East of England,2015,Q3
316863.6666666667,Other dwellings,Other dwellings,E12000006,East of England,2015,Q4
330162.27631529793,Other dwellings,Other dwellings,E12000006,East of England,2016,Q1
308375.13238361897,Other dwellings,Other dwellings,E12000006,East of England,2016,Q2
331671.11481478374,Other dwellings,Other dwellings,E12000006,East of England,2016,Q3
332120.3591534072,Other dwellings,Other dwellings,E12000006,East of England,2016,Q4
327161.7343187043,Other dwellings,Other dwellings,E12000006,East of England,2017,Q1
330948.1954269644,Other dwellings,Other dwellings,E12000006,East of England,2017,Q2
343004018678631,Other dwellings,Other dwellings,E12000006,East of England,2017,Q3
332164.73972127266,Other dwellings,Other dwellings,E12000006,East of England,2017,Q4
335181.8918981908,Other dwellings,Other dwellings,E12000006,East of England,2018,Q1
331701.63603670214,Other dwellings,Other dwellings,E12000006,East of England,2018,Q2
340937.95043767843,Other dwellings,Other dwellings,E12000006,East of England,2018,Q3
333324.61450030276,Other dwellings,Other dwellings,E12000006,East of England,2018,Q4
328435.9517819702,Other dwellings,Other dwellings,E12000006,East of England,2019,Q1
331995,Other dwellings,Other dwellings,E12000006,East of England,2019,Q2
342082.6666666667,Other dwellings,Other dwellings,E12000006,East of England,2019,Q3
342695,Other dwellings,Other dwellings,E12000006,East of England,2019,Q4
340233.3333333333,Other dwellings,Other dwellings,E12000006,East of England,2020,Q1
328098,Other dwellings,Other dwellings,E12000006,East of England,2020,Q2
371904.3333333333,Other dwellings,Other dwellings,E12000006,East of England,2020,Q3
390666,Other dwellings,Other dwellings,E12000006,East of England,2020,Q4
398417,Other dwellings,Other dwellings,E12000006,East of England,2021,Q1
393628,Other dwellings,Other dwellings,E12000006,East of England,2021,Q2
349136.6666666667,Other dwellings,Other dwellings,E12000006,East of England,2021,Q3
379644.3333333333,Other dwellings,Other dwellings,E12000006,East of England,2021,Q4
388598,Other dwellings,Other dwellings,E12000006,East of England,2022,Q1
396916.6666666667,Other dwellings,Other dwellings,E12000006,East of England,2022,Q2
413941.3333333333,Other dwellings,Other dwellings,E12000006,East of England,2022,Q3
409876,Other dwellings,Other dwellings,E12000006,East of England,2022,Q4
389251,Other dwellings,Other dwellings,E12000006,East of England,2023,Q1
80157,Other dwellings,Other dwellings,E12000007,London,1992,Q2
79928,Other dwellings,Other dwellings,E12000007,London,1992,Q3
76034,Other dwellings,Other dwellings,E12000007,London,1992,Q4
78916,Other dwellings,Other dwellings,E12000007,London,1993,Q1
81618,Other dwellings,Other dwellings,E12000007,London,1993,Q2
81791,Other dwellings,Other dwellings,E12000007,London,1993,Q3
79885,Other dwellings,Other dwellings,E12000007,London,1993,Q4
79411,Other dwellings,Other dwellings,E12000007,London,1994,Q1
89496,Other dwellings,Other dwellings,E12000007,London,1994,Q2
92847,Other dwellings,Other dwellings,E12000007,London,1994,Q3
87436,Other dwellings,Other dwellings,E12000007,London,1994,Q4
85561,Other dwellings,Other dwellings,E12000007,London,1995,Q1
86849,Other dwellings,Other dwellings,E12000007,London,1995,Q2
90864,Other dwellings,Other dwellings,E12000007,London,1995,Q3
89598,Other dwellings,Other dwellings,E12000007,London,1995,Q4
88765,Other dwellings,Other dwellings,E12000007,London,1996,Q1
87089,Other dwellings,Other dwellings,E12000007,London,1996,Q2
96507,Other dwellings,Other dwellings,E12000007,London,1996,Q3
99527,Other dwellings,Other dwellings,E12000007,London,1996,Q4
100400,Other dwellings,Other dwellings,E12000007,London,1997,Q1
103954,Other dwellings,Other dwellings,E12000007,London,1997,Q2
109412,Other dwellings,Other dwellings,E12000007,London,1997,Q3
103519,Other dwellings,Other dwellings,E12000007,London,1997,Q4
104615,Other dwellings,Other dwellings,E12000007,London,1998,Q1
114511,Other dwellings,Other dwellings,E12000007,London,1998,Q2
119947,Other dwellings,Other dwellings,E12000007,London,1998,Q3
118721,Other dwellings,Other dwellings,E12000007,London,1998,Q4
124652,Other dwellings,Other dwellings,E12000007,London,1999,Q1
134117,Other dwellings,Other dwellings,E12000007,London,1999,Q2
148068,Other dwellings,Other dwellings,E12000007,London,1999,Q3
149358,Other dwellings,Other dwellings,E12000007,London,1999,Q4
155510,Other dwellings,Other dwellings,E12000007,London,2000,Q1
164775,Other dwellings,Other dwellings,E12000007,London,2000,Q2
159175,Other dwellings,Other dwellings,E12000007,London,2000,Q3
165017,Other dwellings,Other dwellings,E12000007,London,2000,Q4
176308,Other dwellings,Other dwellings,E12000007,London,2001,Q1
188629,Other dwellings,Other dwellings,E12000007,London,2001,Q2
185201,Other dwellings,Other dwellings,E12000007,London,2001,Q3
182083,Other dwellings,Other dwellings,E12000007,London,2001,Q4
183197,Other dwellings,Other dwellings,E12000007,London,2002,Q1
202856,Other dwellings,Other dwellings,E12000007,London,2002,Q2
219240,Other dwellings,Other dwellings,E12000007,London,2002,Q3
209381,Other dwellings,Other dwellings,E12000007,London,2002,Q4
215422,Other dwellings,Other dwellings,E12000007,London,2003,Q1
218472,Other dwellings,Other dwellings,E12000007,London,2003,Q2
249763,Other dwellings,Other dwellings,E12000007,London,2003,Q3
251725,Other dwellings,Other dwellings,E12000007,London,2003,Q4
259840,Other dwellings,Other dwellings,E12000007,London,2004,Q1
273820,Other dwellings,Other dwellings,E12000007,London,2004,Q2
276214,Other dwellings,Other dwellings,E12000007,London,2004,Q3
264869,Other dwellings,Other dwellings,E12000007,London,2004,Q4
269987,Other dwellings,Other dwellings,E12000007,London,2005,Q1
282455,Other dwellings,Other dwellings,E12000007,London,2005,Q2
293719,Other dwellings,Other dwellings,E12000007,London,2005,Q3
273303,Other dwellings,Other dwellings,E12000007,London,2005,Q4
293512,Other dwellings,Other dwellings,E12000007,London,2006,Q1
303572,Other dwellings,Other dwellings,E12000007,London,2006,Q2
317210,Other dwellings,Other dwellings,E12000007,London,2006,Q3
312671,Other dwellings,Other dwellings,E12000007,London,2006,Q4
335601,Other dwellings,Other dwellings,E12000007,London,2007,Q1
343074,Other dwellings,Other dwellings,E12000007,London,2007,Q2
360965.45393393043,Other dwellings,Other dwellings,E12000007,London,2007,Q3
346506.51380023203,Other dwellings,Other dwellings,E12000007,London,2007,Q4
350043.21668499266,Other dwellings,Other dwellings,E12000007,London,2008,Q1
358927.66120259307,Other dwellings,Other dwellings,E12000007,London,2008,Q2
366487.67682268796,Other dwellings,Other dwellings,E12000007,London,2008,Q3
351133706208283,Other dwellings,Other dwellings,E12000007,London,2008,Q4
330273.1229431743,Other dwellings,Other dwellings,E12000007,London,2009,Q1
329944.9521026494,Other dwellings,Other dwellings,E12000007,London,2009,Q2
360635.5673622831,Other dwellings,Other dwellings,E12000007,London,2009,Q3
356710.62080012145,Other dwellings,Other dwellings,E12000007,London,2009,Q4
384945.78038823995,Other dwellings,Other dwellings,E12000007,London,2010,Q1
387539.4771973812,Other dwellings,Other dwellings,E12000007,London,2010,Q2
401955.32305822585,Other dwellings,Other dwellings,E12000007,London,2010,Q3
388224.84765858605,Other dwellings,Other dwellings,E12000007,London,2010,Q4
408815.13979975233,Other dwellings,Other dwellings,E12000007,London,2011,Q1
398145.17474096525,Other dwellings,Other dwellings,E12000007,London,2011,Q2
411136.49840929004,Other dwellings,Other dwellings,E12000007,London,2011,Q3
390245.4166666667,Other dwellings,Other dwellings,E12000007,London,2011,Q4
380835.19433158735,Other dwellings,Other dwellings,E12000007,London,2012,Q1
419175.42546655727,Other dwellings,Other dwellings,E12000007,London,2012,Q2
426275.20800000004,Other dwellings,Other dwellings,E12000007,London,2012,Q3
407604.6219666667,Other dwellings,Other dwellings,E12000007,London,2012,Q4
398786.3688531797,Other dwellings,Other dwellings,E12000007,London,2013,Q1
421401.4274417558,Other dwellings,Other dwellings,E12000007,London,2013,Q2
445757.3343821969,Other dwellings,Other dwellings,E12000007,London,2013,Q3
429204.2227138332,Other dwellings,Other dwellings,E12000007,London,2013,Q4
446723.3369666666,Other dwellings,Other dwellings,E12000007,London,2014,Q1
475672.7997922711,Other dwellings,Other dwellings,E12000007,London,2014,Q2
497249.3316945646,Other dwellings,Other dwellings,E12000007,London,2014,Q3
457521.6666666667,Other dwellings,Other dwellings,E12000007,London,2014,Q4
476269,Other dwellings,Other dwellings,E12000007,London,2015,Q1
494860,Other dwellings,Other dwellings,E12000007,London,2015,Q2
554627,Other dwellings,Other dwellings,E12000007,London,2015,Q3
544598.3333333334,Other dwellings,Other dwellings,E12000007,London,2015,Q4
573166.5950122582,Other dwellings,Other dwellings,E12000007,London,2016,Q1
514195.5659718352,Other dwellings,Other dwellings,E12000007,London,2016,Q2
542194.2646839824,Other dwellings,Other dwellings,E12000007,London,2016,Q3
536838.5999563298,Other dwellings,Other dwellings,E12000007,London,2016,Q4
540937.6019066783,Other dwellings,Other dwellings,E12000007,London,2017,Q1
553811.4496919465,Other dwellings,Other dwellings,E12000007,London,2017,Q2
562422.1938797265,Other dwellings,Other dwellings,E12000007,London,2017,Q3
530763.4016794126,Other dwellings,Other dwellings,E12000007,London,2017,Q4
545044.4238191295,Other dwellings,Other dwellings,E12000007,London,2018,Q1
550332.1289830484,Other dwellings,Other dwellings,E12000007,London,2018,Q2
565068401636538,Other dwellings,Other dwellings,E12000007,London,2018,Q3
536672.4808117457,Other dwellings,Other dwellings,E12000007,London,2018,Q4
532995.9988068119,Other dwellings,Other dwellings,E12000007,London,2019,Q1
545884,Other dwellings,Other dwellings,E12000007,London,2019,Q2
566959.6666666666,Other dwellings,Other dwellings,E12000007,London,2019,Q3
561789.3333333334,Other dwellings,Other dwellings,E12000007,London,2019,Q4
567110.6666666666,Other dwellings,Other dwellings,E12000007,London,2020,Q1
559144.3333333334,Other dwellings,Other dwellings,E12000007,London,2020,Q2
632843.6666666666,Other dwellings,Other dwellings,E12000007,London,2020,Q3
626944.6666666666,Other dwellings,Other dwellings,E12000007,London,2020,Q4
614605,Other dwellings,Other dwellings,E12000007,London,2021,Q1
624703.6666666666,Other dwellings,Other dwellings,E12000007,London,2021,Q2
641560,Other dwellings,Other dwellings,E12000007,London,2021,Q3
632074.3333333334,Other dwellings,Other dwellings,E12000007,London,2021,Q4
640960,Other dwellings,Other dwellings,E12000007,London,2022,Q1
650203,Other dwellings,Other dwellings,E12000007,London,2022,Q2
673772.3333333334,Other dwellings,Other dwellings,E12000007,London,2022,Q3
616166.3333333334,Other dwellings,Other dwellings,E12000007,London,2022,Q4
606070,Other dwellings,Other dwellings,E12000007,London,2023,Q1
74242,Other dwellings,Other dwellings,E12000008,South East,1992,Q2
75871,Other dwellings,Other dwellings,E12000008,South East,1992,Q3
72814,Other dwellings,Other dwellings,E12000008,South East,1992,Q4
